"cond_numeric"	"pair"	"rank_r"	"z_transformed_rank_r"	"adjusted_mutual_info"	"adjusted_rand_index"	"participant_a"	"participant_b"
0	"41-15"	-0.17717019822283	-0.179059661574197	0.567506701241909	0.447683338447377	41	15
0	"31-15"	-0.14969497088602	-0.150828400287479	0.552182271114361	0.400773195876289	31	15
1	"4-118"	0.178810663021189	0.180753798051081	0.706194790247099	0.749163879598662	4	118
1	"4-126"	0.403964456596036	0.428377483289762	1	1	4	126
1	"4-39"	0.376144907723855	0.395561603154736	0.691702123254868	0.746621621621622	4	39
1	"4-86"	0.394326725905673	0.416913127487831	0.261478169535838	0.193825042881647	4	86
1	"4-22"	0.104716336295284	0.105101630507697	0.628526750149113	0.661303979678239	4	22
1	"4-49"	0.137867395762133	0.138750995953409	0.706194790247099	0.749163879598662	4	49
1	"4-38"	-0.0574846206425154	-0.0575480654386637	0.0983221712910737	0.0451388888888889	4	38
1	"4-54"	0.217088174982912	0.220598232589907	0.523657701411562	0.535269709543568	4	54
1	"4-32"	0.0810663021189337	0.0812445880027283	0.700206793537593	0.75	4	32
1	"4-93"	0.34231032125769	0.356707160734918	0.706194790247099	0.749163879598662	4	93
1	"4-101"	0.348051948051948	0.363225472017052	1	1	4	101
1	"4-47"	0.276623376623377	0.284021940109941	0.706194790247099	0.749163879598662	4	47
1	"4-52"	0.434518113465482	0.465452999103619	1	1	4	52
1	"4-115"	-0.100615174299385	-0.100956774606991	0.469543878420351	0.423240033927057	4	115
1	"4-82"	0.372932330827068	0.391824829398083	0.706194790247099	0.749163879598662	4	82
1	"4-58"	0.0157211209842789	0.0157224163538291	0.497728952782691	0.45624468988955	4	58
1	"4-109"	0.185782638414217	0.187965465295706	1	1	4	109
1	"4-91"	0.278879015721121	0.286466140181961	1	1	4	91
1	"4-12"	0.0848257006151743	0.0850300351050895	0.414910911896587	0.293103448275862	4	12
1	"4-96"	0.0564593301435407	0.0565194361172026	0.759511864023881	0.660152931180969	4	96
1	"4-23"	0.24771018455229	0.252971827728559	1	1	4	23
1	"4-124"	-0.164593301435407	-0.166104268573962	0.580873062871624	0.593564775613887	4	124
1	"4-116"	0.135816814764183	0.136661282694658	0.497728952782691	0.45624468988955	4	116
1	"4-120"	0.0153793574846206	0.0153805701890396	0.523657701411562	0.535269709543568	4	120
1	"4-83"	-0.237730690362269	-0.242367487777772	0.464721498320967	0.329896907216495	4	83
1	"4-18"	-0.00410116199589884	-0.00410118498933624	0.343472372745973	0.185441941074523	4	18
1	"4-113"	0.18174982911825	0.183791701426703	0.700206793537593	0.75	4	113
1	"4-85"	0.219548872180451	0.223182085474762	0.706194790247099	0.749163879598662	4	85
1	"4-105"	0.158304853041695	0.159647495643627	0.402562297315884	0.345391903531438	4	105
1	"4-26"	0.141695146958305	0.142655032500492	0.523657701411562	0.535269709543568	4	26
1	"4-78"	0.284483937115516	0.292554131344356	1	1	4	78
1	"4-75"	0.123991797676008	0.124633139354814	0.527364885170227	0.557446808510638	4	75
1	"4-3"	-0.160765550239234	-0.162172458285934	0.706194790247099	0.749163879598662	4	3
1	"4-1"	0.413192071086808	0.439454373280158	0.622901200329734	0.450643776824034	4	1
1	"4-2"	0.470881749829118	0.511202693794915	0.700206793537593	0.75	4	2
1	"4-92"	0.159261790840738	0.160629183992693	0.263273022104975	0.213759213759214	4	92
1	"4-24"	0.132399179767601	0.13318105227518	0.38632276215733	0.277730008598452	4	24
1	"4-48"	0.185304169514696	0.18746993715792	0.700206793537593	0.75	4	48
1	"4-13"	0.160355434039645	0.161751489646526	-0.0224682741552432	-0.0396039603960396	4	13
1	"4-64"	0.41825017088175	0.445569304124745	0.49835031475312	0.417309340188518	4	64
1	"4-84"	0.1892002734108	0.191507621834407	0.706194790247099	0.749163879598662	4	84
1	"4-90"	0.219890635680109	0.223541185151208	0.706194790247099	0.749163879598662	4	90
1	"4-110"	0.0644576975093686	0.0645471902112736	0.523657701411562	0.535269709543568	4	110
1	"4-30"	0.0667805878332194	0.066880126928901	-0.0567242712510815	-0.0622406639004149	4	30
1	"4-104"	0.0152426520847574	0.0152438327340299	0.187704127980119	0.0325271059216013	4	104
1	"118-126"	-0.0586466165413534	-0.0587139925289719	0.706194790247099	0.749163879598662	118	126
1	"118-39"	-0.163773069036227	-0.165261313320746	0.813453746357037	0.796380090497738	118	39
1	"118-86"	-0.303144224196856	-0.312978394641554	0.0963591434382707	0.0646651270207852	118	86
1	"118-22"	-0.102939166097061	-0.103305092776528	0.788297678480272	0.74460839954597	118	22
1	"118-49"	-0.128503075871497	-0.129217493163801	1	1	118	49
1	"118-38"	0.00546821599453179	0.00546827049792232	0.241168170330288	0.154929577464789	118	38
1	"118-54"	0.044565960355434	0.0445955000852188	0.409348007966037	0.353591160220994	118	54
1	"118-32"	-0.0485304169514696	-0.0485685705164183	0.537594825634757	0.533333333333333	118	32
1	"118-93"	-0.0592617908407382	-0.0593313124039012	0.427891027055742	0.53125	118	93
1	"118-101"	-0.0944634313055366	-0.0947459217437117	0.706194790247099	0.749163879598662	118	101
1	"118-47"	0.168079289131921	0.169689454386176	1	1	118	47
1	"118-52"	0.0314422419685578	0.0314526095385842	0.706194790247099	0.749163879598662	118	52
1	"118-115"	-0.0367737525632263	-0.0367903425168374	0.250649895340302	0.232081911262799	118	115
1	"118-82"	-0.224401913875598	-0.228286657212056	1	1	118	82
1	"118-58"	-0.0807245386192755	-0.080900573243298	0.572072831973649	0.538198403648803	118	58
1	"118-109"	-0.0630895420369105	-0.0631734474065895	0.706194790247099	0.749163879598662	118	109
1	"118-91"	-0.0619275461380725	-0.0620068932763829	0.706194790247099	0.749163879598662	118	91
1	"118-12"	-0.0794258373205742	-0.0795934906961489	0.545741628288464	0.372093023255814	118	12
1	"118-96"	-0.18257006151743	-0.184640085157357	0.591622888320649	0.572405929304447	118	96
1	"118-23"	-0.350854408749146	-0.366417771698741	0.706194790247099	0.749163879598662	118	23
1	"118-124"	-0.0958988380041012	-0.096194451581395	0.788297678480272	0.74460839954597	118	124
1	"118-116"	0.233561175666439	0.237952823250209	0.572072831973649	0.538198403648803	118	116
1	"118-120"	0.0435406698564593	0.0435682158506145	0.409348007966037	0.353591160220994	118	120
1	"118-83"	-0.145727956254272	-0.146772894084912	0.624107544491141	0.444444444444444	118	83
1	"118-18"	0.0850991114149009	0.0853054339032198	0.467122347075879	0.262295081967213	118	18
1	"118-113"	-0.107108680792891	-0.107521116699917	0.537594825634757	0.533333333333333	118	113
1	"118-85"	-0.243403964456596	-0.248389278938296	1	1	118	85
1	"118-105"	0.041285030758715	0.0413085109179388	0.316576719431972	0.320557491289199	118	105
1	"118-26"	-0.209569377990431	-0.212720900592912	0.409348007966037	0.353591160220994	118	26
1	"118-78"	-0.213670539986329	-0.217014342996549	0.706194790247099	0.749163879598662	118	78
1	"118-75"	0.237867395762133	0.242512386994597	0.676761557381799	0.64	118	75
1	"118-3"	-0.0460013670539986	-0.046033856541196	1	1	118	3
1	"118-1"	0.0302802460697198	0.0302895057492719	0.457750002247037	0.323699421965318	118	1
1	"118-2"	-0.00198222829801777	-0.00198223089423355	0.537594825634757	0.533333333333333	118	2
1	"118-92"	0.19835953520164	0.201024318706134	0.202924922859821	0.104234527687296	118	92
1	"118-24"	0.0624743677375256	0.0625558387372325	0.334725543301229	0.21784472769409	118	24
1	"118-48"	0.00704032809295967	0.00704044441723538	0.537594825634757	0.533333333333333	118	48
1	"118-13"	-0.230758714969241	-0.234990707337599	-0.0641629358348927	-0.0526315789473684	118	13
1	"118-64"	0.158168147641832	0.159507279398398	0.505110958622741	0.429065743944637	118	64
1	"118-84"	0.014149008885851	0.0141499531836417	1	1	118	84
1	"118-90"	0.160492139439508	0.161891806204284	1	1	118	90
1	"118-110"	0.0737196466212662	0.073853629037243	0.409348007966037	0.353591160220994	118	110
