"","RT","label_cond","label","second_stim","first_stim","first_stim_cat","block","third_stim","isRight","subjCode"
"4453",547.89,0.5,"gek","square_5","circle_3","C",3,"circle_3",1,NA
"4454",693.0550002,0.5,"talp","circle_7","square_7","S",3,"square_7",1,NA
"4455",541.12,0.5,"gek","circle_7","circle_7","C",3,"square_2",1,NA
"4456",1486.605,0.5,"talp","circle_7","square_3","S",3,"square_3",1,NA
"4457",827.7400001,0.5,"gek","circle_4","circle_4","C",3,"square_5",1,NA
"4458",1531.62,0.5,"gek","circle_2","circle_2","C",3,"square_4",1,NA
"4459",576.0499998,0.5,"gek","square_4","circle_3","C",3,"circle_3",1,NA
"4460",706,0.5,"gek","circle_6","circle_6","C",3,"square_2",1,NA
"4461",834.485,0.5,"talp","square_5","square_5","S",3,"circle_5",1,NA
"4462",798.1100001,0.5,"talp","circle_4","square_7","S",3,"square_7",1,NA
"4463",782.0849998,0.5,"talp","circle_7","square_6","S",3,"square_6",1,NA
"4464",640.0649999,0.5,"gek","circle_5","circle_5","C",3,"square_4",1,NA
"4465",708.17,0.5,"talp","circle_3","square_7","S",3,"square_7",1,NA
"4466",564.9699999,0.5,"gek","circle_3","circle_3","C",3,"square_2",1,NA
"4467",526.21,0.5,"talp","circle_6","square_7","S",3,"square_7",1,NA
"4468",730.2250001,0.5,"gek","circle_2","circle_2","C",3,"square_7",1,NA
"4469",498.8800001,0.5,"gek","square_3","circle_6","C",3,"circle_6",1,NA
"4470",1634.955,0.5,"gek","square_2","square_2","S",1,"circle_2",1,109
"4471",1188.615,0.5,"gek","circle_6","square_2","S",1,"square_2",1,109
"4472",909.0550001,0.5,"gek","square_6","square_6","S",1,"circle_2",1,109
"4473",1133.875,0.5,"talp","square_2","circle_5","C",1,"circle_5",1,109
"4474",785.24,0.5,"talp","square_3","circle_5","C",1,"circle_5",1,109
"4475",1277.105,0.5,"talp","circle_4","circle_4","C",1,"square_5",1,109
"4476",10351.295,0.5,"talp","circle_6","circle_6","C",1,"square_5",1,109
"4477",829.8600001,0.5,"gek","square_4","square_4","S",1,"circle_5",1,109
"4478",1028.575,0.5,"gek","circle_2","square_7","S",1,"square_7",1,109
"4479",693.3749999,0.5,"gek","circle_5","square_5","S",1,"square_5",1,109
"4480",837.9599999,0.5,"talp","square_5","circle_7","C",1,"circle_7",1,109
"4481",649.4450001,0.5,"gek","square_6","square_6","S",1,"circle_5",1,109
"4482",516.575,0.5,"talp","circle_7","circle_7","C",1,"square_2",1,109
"4483",1050.805,0.5,"gek","square_6","square_6","S",1,"circle_6",1,109
"4484",497.11,0.5,"gek","square_7","square_7","S",1,"circle_7",1,109
"4485",489.2749999,0.5,"talp","square_3","circle_3","C",1,"circle_3",1,109
"4486",506.55,0.5,"talp","circle_3","circle_3","C",1,"square_6",1,109
"4487",2360.11,0.5,"talp","circle_2","circle_2","C",1,"square_3",0,109
"4488",686.4100001,0.5,"gek","circle_4","square_4","S",1,"square_4",1,109
"4489",541.825,0.5,"gek","circle_2","square_4","S",1,"square_4",1,109
"4490",844.54,0.5,"talp","square_4","circle_6","C",1,"circle_6",1,109
"4491",622.3200001,0.5,"talp","circle_4","circle_4","C",1,"square_7",1,109
"4492",591.925,0.5,"talp","square_5","circle_2","C",1,"circle_2",1,109
"4493",842.875,0.5,"talp","circle_7","circle_7","C",1,"square_3",1,109
"4494",820.605,0.5,"gek","circle_4","square_6","S",1,"square_6",1,109
"4495",678.865,0.5,"gek","square_3","square_3","S",1,"circle_4",1,109
"4496",1018.765,0.5,"talp","square_7","circle_5","C",1,"circle_5",1,109
"4497",543.16,0.5,"talp","circle_6","circle_6","C",1,"square_3",1,109
"4498",827.32,0.5,"gek","circle_3","square_7","S",1,"square_7",1,109
"4499",1215.505,0.5,"talp","square_6","circle_7","C",1,"circle_7",1,109
"4500",642.165,0.5,"gek","square_7","square_7","S",1,"circle_6",1,109
"4501",777.245,0.5,"gek","square_5","square_5","S",1,"circle_3",1,109
"4502",652.9450001,0.5,"talp","circle_2","circle_2","C",2,"square_7",1,109
"4503",771.39,0.5,"talp","square_4","circle_2","C",2,"circle_2",1,109
"4504",512.6649999,0.5,"gek","square_5","square_5","S",2,"circle_5",1,109
"4505",578.525,0.5,"talp","square_3","circle_4","C",2,"circle_4",1,109
"4506",483.7,0.5,"talp","circle_3","circle_3","C",2,"square_4",1,109
"4507",651.775,0.5,"talp","circle_4","circle_4","C",2,"square_2",1,109
"4508",441.6200001,0.5,"talp","circle_5","circle_5","C",2,"square_6",1,109
"4509",639.4400001,0.5,"gek","square_2","square_2","S",2,"circle_3",1,109
"4510",615.38,0.5,"gek","square_6","square_6","S",2,"circle_2",1,109
"4511",458.48,0.5,"gek","square_5","square_5","S",2,"circle_7",1,109
"4512",935.345,0.5,"gek","circle_4","square_7","S",2,"square_7",1,109
"4513",948.42,0.5,"talp","square_3","circle_3","C",2,"circle_3",1,109
"4514",769.4700001,0.5,"gek","square_3","square_3","S",2,"circle_6",1,109
"4515",700.975,0.5,"talp","square_5","circle_3","C",2,"circle_3",1,109
"4516",507.4999999,0.5,"talp","circle_4","circle_4","C",2,"square_5",1,109
"4517",631.195,0.5,"gek","square_6","square_6","S",2,"circle_6",1,109
"4518",697.4300001,0.5,"talp","square_6","circle_4","C",2,"circle_4",1,109
"4519",764.7599999,0.5,"talp","square_6","circle_3","C",2,"circle_3",1,109
"4520",759.8850001,0.5,"gek","square_7","square_7","S",2,"circle_7",1,109
"4521",724.4900001,0.5,"gek","square_4","square_4","S",2,"circle_7",1,109
"4522",590.7450001,0.5,"talp","square_3","circle_5","C",2,"circle_5",1,109
"4523",2045.885,0.5,"talp","square_4","circle_4","C",2,"circle_4",0,109
"4524",785.765,0.5,"gek","circle_7","square_3","S",2,"square_3",1,109
"4525",613.655,0.5,"talp","circle_5","circle_5","C",2,"square_2",1,109
"4526",497.1799999,0.5,"talp","circle_7","circle_7","C",2,"square_6",1,109
"4527",844.8450001,0.5,"talp","square_7","circle_3","C",2,"circle_3",1,109
"4528",346.9,0.5,"gek","square_2","square_2","S",2,"circle_6",1,109
"4529",803.9800001,0.5,"gek","circle_6","square_5","S",2,"square_5",1,109
"4530",531.9299999,0.5,"gek","square_4","square_4","S",2,"circle_6",1,109
"4531",3518.76,0.5,"gek","circle_6","square_7","S",2,"square_7",1,109
"4532",1251.375,0.5,"gek","circle_5","square_4","S",2,"square_4",1,109
"4533",799.89,0.5,"gek","circle_2","square_2","S",2,"square_2",1,109
"4534",420.7050001,0.5,"talp","circle_5","circle_5","C",3,"square_7",1,109
"4535",718.015,0.5,"gek","square_4","square_4","S",3,"circle_6",1,109
"4536",441.49,0.5,"gek","square_2","square_2","S",3,"circle_3",1,109
"4537",954.84,0.5,"gek","circle_6","square_3","S",3,"square_3",1,109
"4538",626.79,0.5,"talp","circle_3","circle_3","C",3,"square_7",1,109
"4539",825.3500001,0.5,"talp","square_2","circle_6","C",3,"circle_6",1,109
"4540",512.0999999,0.5,"gek","square_4","square_4","S",3,"circle_4",1,109
"4541",691.3299999,0.5,"talp","square_7","circle_2","C",3,"circle_2",1,109
"4542",582.415,0.5,"talp","circle_4","circle_4","C",3,"square_5",1,109
"4543",1070.8,0.5,"gek","square_4","square_4","S",3,"circle_5",0,109
"4544",1008.625,0.5,"gek","circle_7","square_5","S",3,"square_5",1,109
"4545",924.785,0.5,"gek","circle_2","square_4","S",3,"square_4",1,109
"4546",529.2,0.5,"talp","circle_5","circle_5","C",3,"square_3",1,109
"4547",1531.95,0.5,"gek","square_7","square_7","S",3,"circle_6",1,109
"4548",593.3450001,0.5,"gek","square_7","square_7","S",3,"circle_4",1,109
"4549",1041.08,0.5,"gek","circle_4","square_3","S",3,"square_3",1,109
"4550",645.075,0.5,"talp","circle_6","circle_6","C",3,"square_6",1,109
"4551",489.925,0.5,"talp","circle_2","circle_2","C",3,"square_5",1,109
"4552",989.45,0.5,"talp","square_4","circle_3","C",3,"circle_3",1,109
"4553",447.7050001,0.5,"talp","circle_2","circle_2","C",3,"square_3",1,109
"4554",728.1450001,0.5,"gek","circle_5","square_5","S",3,"square_5",1,109
"4555",497.48,0.5,"talp","square_6","circle_2","C",3,"circle_2",1,109
"4556",775.93,0.5,"gek","circle_4","square_6","S",3,"square_6",1,109
"4557",638.4500001,0.5,"gek","circle_3","square_6","S",3,"square_6",1,109
"4558",512.235,0.5,"talp","circle_7","circle_7","C",3,"square_7",1,109
"4559",915.2599999,0.5,"gek","circle_4","square_2","S",3,"square_2",1,109
"4560",691.3000001,0.5,"talp","square_5","circle_6","C",3,"circle_6",1,109
"4561",426.215,0.5,"talp","square_6","circle_5","C",3,"circle_5",0,109
"4562",955.05,0.5,"gek","circle_3","square_5","S",3,"square_5",1,109
"4563",728.4050001,0.5,"talp","circle_7","circle_7","C",3,"square_3",1,109
"4564",1225.86,0.5,"gek","square_2","square_2","S",3,"circle_2",0,109
"4565",833.34,0.5,"gek","circle_5","square_2","S",3,"square_2",1,109
"4566",890.5099999,0.5,"talp","square_3","circle_3","C",3,"circle_3",1,109
"4567",1026.93,0.5,"gek","circle_7","square_6","S",3,"square_6",1,109
"4568",749.66,0.5,"talp","circle_7","circle_7","C",3,"square_2",1,109
"4569",2584.4,0.5,"talp","square_7","square_7","S",1,"circle_3",0,91
"4570",1369.125,0.5,"gek","square_6","circle_3","C",1,"circle_3",1,91
"4571",1039.73,0.5,"gek","square_3","circle_6","C",1,"circle_6",1,91
"4572",751.975,0.5,"talp","square_5","square_5","S",1,"circle_7",1,91
"4573",766.34,0.5,"talp","circle_5","square_6","S",1,"square_6",1,91
"4574",686.12,0.5,"talp","circle_7","square_6","S",1,"square_6",1,91
"4575",598.62,0.5,"gek","circle_2","circle_2","C",1,"square_4",1,91
"4576",1757.67,0.5,"gek","circle_6","circle_6","C",1,"square_6",1,91
"4577",2047.525,0.5,"gek","circle_5","circle_5","C",1,"square_4",1,91
"4578",766.74,0.5,"gek","square_2","circle_5","C",1,"circle_5",1,91
"4579",626.865,0.5,"talp","square_5","square_5","S",1,"circle_4",1,91
"4580",629.73,0.5,"talp","square_5","square_5","S",1,"circle_5",1,91
"4581",431.76,0.5,"talp","square_5","square_5","S",1,"circle_2",1,91
"4582",739.67,0.5,"talp","circle_5","square_7","S",1,"square_7",1,91
"4583",640.76,0.5,"gek","square_7","circle_7","C",1,"circle_7",1,91
"4584",672.355,0.5,"talp","circle_4","square_2","S",1,"square_2",1,91
"4585",560.115,0.5,"gek","square_2","circle_2","C",1,"circle_2",1,91
"4586",913.7,0.5,"talp","square_3","square_3","S",1,"circle_2",1,91
"4587",587.23,0.5,"talp","circle_2","square_6","S",1,"square_6",1,91
"4588",556.385,0.5,"talp","square_4","square_4","S",1,"circle_6",1,91
"4589",568.355,0.5,"gek","square_2","circle_3","C",1,"circle_3",1,91
"4590",390.295,0.5,"gek","circle_4","circle_4","C",1,"square_4",1,91
"4591",470.875,0.5,"talp","circle_3","square_5","S",1,"square_5",0,91
"4592",866.445,0.5,"talp","square_4","square_4","S",1,"circle_3",1,91
"4593",748.38,0.5,"gek","square_7","circle_4","C",1,"circle_4",1,91
"4594",782.88,0.5,"gek","square_2","circle_7","C",1,"circle_7",1,91
"4595",533.425,0.5,"gek","square_5","circle_6","C",1,"circle_6",1,91
"4596",514.78,0.5,"gek","circle_6","circle_6","C",1,"square_2",1,91
"4597",870.215,0.5,"talp","square_4","square_4","S",1,"circle_7",1,91
"4598",651.245,0.5,"talp","circle_4","square_3","S",1,"square_3",1,91
"4599",852.545,0.5,"gek","circle_6","circle_6","C",1,"square_7",1,91
"4600",608.495,0.5,"talp","square_7","square_7","S",1,"circle_2",1,91
"4601",651.88,0.5,"gek","square_6","circle_4","C",1,"circle_4",1,91
"4602",708.465,0.5,"gek","square_3","circle_5","C",1,"circle_5",1,91
"4603",704.55,0.5,"gek","square_7","circle_3","C",2,"circle_3",1,91
"4604",2638.665,0.5,"gek","circle_2","circle_2","C",2,"square_7",1,91
"4605",523.835,0.5,"talp","circle_5","square_3","S",2,"square_3",0,91
"4606",529.765,0.5,"talp","square_5","square_5","S",2,"circle_2",1,91
"4607",452.46,0.5,"talp","circle_7","square_6","S",2,"square_6",1,91
"4608",398.335,0.5,"talp","square_3","square_3","S",2,"circle_6",1,91
"4609",653.4,0.5,"gek","circle_7","circle_7","C",2,"square_3",1,91
"4610",713.22,0.5,"talp","square_7","square_7","S",2,"circle_5",1,91
"4611",575.18,0.5,"gek","square_5","circle_3","C",2,"circle_3",1,91
"4612",802.87,0.5,"talp","circle_5","square_5","S",2,"square_5",1,91
"4613",621.295,0.5,"talp","square_7","square_7","S",2,"circle_7",1,91
"4614",665.785,0.5,"gek","square_6","circle_2","C",2,"circle_2",1,91
"4615",471.955,0.5,"gek","square_3","circle_3","C",2,"circle_3",1,91
"4616",415.515,0.5,"talp","circle_4","square_5","S",2,"square_5",1,91
"4617",545.01,0.5,"talp","square_7","square_7","S",2,"circle_6",1,91
"4618",653.22,0.5,"gek","circle_4","circle_4","C",2,"square_3",1,91
"4619",444.17,0.5,"talp","circle_5","square_2","S",2,"square_2",1,91
"4620",464.9,0.5,"talp","square_5","square_5","S",2,"circle_6",1,91
"4621",493.395,0.5,"gek","circle_7","circle_7","C",2,"square_2",1,91
"4622",1036.12,0.5,"talp","square_2","square_2","S",2,"circle_2",0,91
"4623",561.23,0.5,"talp","circle_3","square_2","S",2,"square_2",1,91
"4624",625.03,0.5,"gek","square_2","circle_6","C",2,"circle_6",1,91
"4625",494.06,0.5,"gek","circle_4","circle_4","C",2,"square_7",1,91
"4626",497.595,0.5,"gek","square_2","circle_4","C",2,"circle_4",1,91
"4627",527.685,0.5,"gek","circle_3","circle_3","C",2,"square_4",1,91
"4628",528.46,0.5,"gek","square_4","circle_7","C",2,"circle_7",1,91
"4629",559.855,0.5,"gek","circle_6","circle_6","C",2,"square_6",1,91
"4630",591.765,0.5,"gek","square_6","circle_3","C",2,"circle_3",1,91
"4631",496.26,0.5,"gek","square_4","circle_4","C",2,"circle_4",1,91
"4632",537.215,0.5,"talp","square_6","square_6","S",2,"circle_5",1,91
"4633",509.705,0.5,"talp","circle_6","square_4","S",2,"square_4",1,91
"4634",562.815,0.5,"talp","square_3","square_3","S",2,"circle_2",1,91
"4635",568.27,0.5,"talp","square_5","square_5","S",2,"circle_7",1,91
"4636",522.845,0.5,"gek","circle_7","circle_7","C",3,"square_5",1,91
"4637",602.045,0.5,"gek","square_3","circle_2","C",3,"circle_2",1,91
"4638",2214.555,0.5,"gek","circle_2","circle_2","C",3,"square_5",1,91
"4639",573.99,0.5,"talp","circle_5","square_7","S",3,"square_7",1,91
"4640",626.745,0.5,"gek","square_6","circle_2","C",3,"circle_2",1,91
"4641",1103.125,0.5,"talp","square_4","square_4","S",3,"circle_4",1,91
"4642",1928.24,0.5,"talp","circle_7","square_4","S",3,"square_4",1,91
"4643",459.7,0.5,"talp","square_2","square_2","S",3,"circle_5",1,91
"4644",605.565,0.5,"talp","square_3","square_3","S",3,"circle_3",1,91
"4645",561.595,0.5,"talp","square_2","square_2","S",3,"circle_4",1,91
"4646",1315.69,0.5,"gek","circle_5","circle_5","C",3,"square_3",1,91
"4647",545.7,0.5,"gek","square_6","circle_3","C",3,"circle_3",1,91
"4648",479.76,0.5,"gek","square_2","circle_2","C",3,"circle_2",1,91
"4649",577.8,0.5,"talp","square_6","square_6","S",3,"circle_4",1,91
"4650",605.82,0.5,"talp","circle_6","square_4","S",3,"square_4",1,91
"4651",499.23,0.5,"gek","square_5","circle_3","C",3,"circle_3",1,91
"4652",452.315,0.5,"talp","circle_7","square_7","S",3,"square_7",1,91
"4653",584.15,0.5,"gek","circle_7","circle_7","C",3,"square_2",1,91
"4654",721.48,0.5,"talp","circle_7","square_3","S",3,"square_3",1,91
"4655",541.85,0.5,"gek","circle_4","circle_4","C",3,"square_5",1,91
"4656",575.775,0.5,"gek","circle_2","circle_2","C",3,"square_4",1,91
"4657",506.585,0.5,"gek","square_4","circle_3","C",3,"circle_3",1,91
"4658",527.855,0.5,"gek","circle_6","circle_6","C",3,"square_2",1,91
"4659",531.865,0.5,"talp","square_5","square_5","S",3,"circle_5",1,91
"4660",563.91,0.5,"talp","circle_4","square_7","S",3,"square_7",1,91
"4661",506.31,0.5,"talp","circle_7","square_6","S",3,"square_6",1,91
"4662",533.67,0.5,"gek","circle_5","circle_5","C",3,"square_4",1,91
"4663",594.865,0.5,"talp","circle_3","square_7","S",3,"square_7",1,91
"4664",517.555,0.5,"gek","circle_3","circle_3","C",3,"square_2",1,91
"4665",665.34,0.5,"talp","circle_6","square_7","S",3,"square_7",1,91
"4666",482.27,0.5,"gek","circle_2","circle_2","C",3,"square_7",1,91
"4667",650.3,0.5,"gek","square_3","circle_6","C",3,"circle_6",1,91
"4668",2379,-0.5,"noise","circle_5","circle_5","C",1,"square_5",0,29
"4669",1365,-0.5,"noise","circle_5","circle_5","C",1,"square_7",1,29
"4670",1546,-0.5,"noise","square_6","square_6","S",1,"circle_2",1,29
"4671",1805,-0.5,"noise","circle_7","square_7","S",1,"square_7",1,29
"4672",1252,-0.5,"noise","circle_4","square_6","S",1,"square_6",1,29
"4673",1231,-0.5,"noise","square_6","square_6","S",1,"circle_7",1,29
"4674",1493,-0.5,"noise","circle_4","square_5","S",1,"square_5",1,29
"4675",1026,-0.5,"noise","circle_4","circle_4","C",1,"square_2",1,29
"4676",1054,-0.5,"noise","circle_5","circle_5","C",1,"square_2",1,29
"4677",726,-0.5,"noise","circle_7","square_5","S",1,"square_5",1,29
"4678",1411,-0.5,"noise","square_6","square_6","S",1,"circle_3",1,29
"4679",976,-0.5,"noise","square_3","square_3","S",1,"circle_6",1,29
"4680",621,-0.5,"noise","square_3","circle_7","C",1,"circle_7",1,29
"4681",515,-0.5,"noise","circle_5","square_3","S",1,"square_3",1,29
"4682",837,-0.5,"noise","square_7","circle_3","C",1,"circle_3",1,29
"4683",686,-0.5,"noise","square_4","circle_7","C",1,"circle_7",1,29
"4684",562,-0.5,"noise","square_5","circle_2","C",1,"circle_2",1,29
"4685",489,-0.5,"noise","square_2","square_2","S",1,"circle_3",0,29
"4686",568,-0.5,"noise","circle_3","square_3","S",1,"square_3",1,29
"4687",1011,-0.5,"noise","square_4","square_4","S",1,"circle_5",1,29
"4688",996,-0.5,"noise","square_2","square_2","S",1,"circle_6",1,29
"4689",2083,-0.5,"noise","square_5","circle_6","C",1,"circle_6",1,29
"4690",947,-0.5,"noise","circle_7","square_2","S",1,"square_2",1,29
"4691",1029,-0.5,"noise","circle_6","circle_6","C",1,"square_4",1,29
"4692",607,-0.5,"noise","circle_2","square_7","S",1,"square_7",1,29
"4693",959,-0.5,"noise","square_6","square_6","S",1,"circle_6",1,29
"4694",937,-0.5,"noise","circle_4","square_4","S",1,"square_4",1,29
"4695",1123,-0.5,"noise","circle_5","circle_5","C",1,"square_6",1,29
"4696",898,-0.5,"noise","circle_2","circle_2","C",1,"square_2",1,29
"4697",602,-0.5,"noise","circle_6","square_7","S",1,"square_7",1,29
"4698",1497,-0.5,"noise","circle_4","circle_4","C",1,"square_7",0,29
"4699",610,-0.5,"noise","square_5","circle_3","C",1,"circle_3",1,29
"4700",937,-0.5,"noise","circle_2","circle_2","C",1,"square_3",1,29
"4701",514,-0.5,"noise","square_3","circle_4","C",1,"circle_4",1,29
"4702",777,-0.5,"noise","circle_2","circle_2","C",1,"square_4",1,29
"4703",488,-0.5,"noise","square_5","circle_3","C",2,"circle_3",1,29
"4704",786,-0.5,"noise","square_3","square_3","S",2,"circle_4",1,29
"4705",601,-0.5,"noise","circle_4","square_5","S",2,"square_5",1,29
"4706",546,-0.5,"noise","circle_7","square_3","S",2,"square_3",1,29
"4707",1458,-0.5,"noise","circle_3","circle_3","C",2,"square_2",1,29
"4708",574,-0.5,"noise","circle_2","square_5","S",2,"square_5",1,29
"4709",710,-0.5,"noise","square_4","circle_6","C",2,"circle_6",1,29
"4710",813,-0.5,"noise","square_4","square_4","S",2,"circle_7",1,29
"4711",677,-0.5,"noise","square_6","circle_3","C",2,"circle_3",1,29
"4712",792,-0.5,"noise","square_3","square_3","S",2,"circle_6",1,29
"4713",1095,-0.5,"noise","circle_7","circle_7","C",2,"square_2",1,29
"4714",802,-0.5,"noise","circle_5","circle_5","C",2,"square_6",1,29
"4715",839,-0.5,"noise","circle_4","circle_4","C",2,"square_2",1,29
"4716",566,-0.5,"noise","square_7","circle_7","C",2,"circle_7",1,29
"4717",678,-0.5,"noise","square_4","square_4","S",2,"circle_3",1,29
"4718",695,-0.5,"noise","square_3","square_3","S",2,"circle_5",1,29
"4719",654,-0.5,"noise","square_6","circle_6","C",2,"circle_6",1,29
"4720",1462,-0.5,"noise","circle_6","circle_6","C",2,"square_2",1,29
"4721",606,-0.5,"noise","square_7","circle_6","C",2,"circle_6",1,29
"4722",846,-0.5,"noise","square_7","square_7","S",2,"circle_3",1,29
"4723",902,-0.5,"noise","square_2","circle_5","C",2,"circle_5",1,29
"4724",965,-0.5,"noise","circle_4","circle_4","C",2,"square_7",1,29
"4725",738,-0.5,"noise","square_2","square_2","S",2,"circle_2",1,29
"4726",512,-0.5,"noise","circle_5","square_4","S",2,"square_4",1,29
"4727",766,-0.5,"noise","square_5","circle_7","C",2,"circle_7",1,29
"4728",554,-0.5,"noise","square_4","circle_4","C",2,"circle_4",1,29
"4729",784,-0.5,"noise","square_3","square_3","S",2,"circle_2",1,29
"4730",481,-0.5,"noise","circle_5","square_5","S",2,"square_5",1,29
"4731",728,-0.5,"noise","square_7","square_7","S",2,"circle_5",1,29
"4732",397,-0.5,"noise","circle_2","square_6","S",2,"square_6",1,29
"4733",791,-0.5,"noise","square_7","square_7","S",2,"circle_2",1,29
"4734",703,-0.5,"noise","circle_3","circle_3","C",2,"square_3",1,29
"4735",489,-0.5,"noise","square_6","circle_4","C",2,"circle_4",1,29
"4736",578,-0.5,"noise","square_5","circle_5","C",3,"circle_5",1,29
"4737",840,-0.5,"noise","circle_6","circle_6","C",3,"square_2",1,29
"4738",857,-0.5,"noise","circle_7","circle_7","C",3,"square_3",1,29
"4739",1470,-0.5,"noise","circle_3","square_2","S",3,"square_2",0,29
"4740",847,-0.5,"noise","circle_3","circle_3","C",3,"square_6",1,29
"4741",957,-0.5,"noise","circle_6","square_4","S",3,"square_4",1,29
"4742",798,-0.5,"noise","square_5","circle_3","C",3,"circle_3",1,29
"4743",794,-0.5,"noise","circle_4","circle_4","C",3,"square_3",1,29
"4744",482,-0.5,"noise","square_4","circle_4","C",3,"circle_4",1,29
"4745",782,-0.5,"noise","square_7","square_7","S",3,"circle_6",1,29
"4746",2160,-0.5,"noise","square_2","circle_5","C",3,"circle_5",1,29
"4747",547,-0.5,"noise","square_6","circle_4","C",3,"circle_4",1,29
"4748",2819,-0.5,"noise","circle_6","circle_6","C",3,"square_3",1,29
"4749",563,-0.5,"noise","circle_4","square_5","S",3,"square_5",1,29
"4750",1295,-0.5,"noise","circle_2","square_4","S",3,"square_4",1,29
"4751",1106,-0.5,"noise","circle_7","circle_7","C",3,"square_4",1,29
"4752",835,-0.5,"noise","square_5","square_5","S",3,"circle_6",1,29
"4753",719,-0.5,"noise","square_6","square_6","S",3,"circle_2",1,29
"4754",744,-0.5,"noise","circle_7","circle_7","C",3,"square_2",1,29
"4755",850,-0.5,"noise","square_5","square_5","S",3,"circle_2",1,29
"4756",797,-0.5,"noise","circle_5","circle_5","C",3,"square_6",1,29
"4757",563,-0.5,"noise","circle_7","square_6","S",3,"square_6",1,29
"4758",1030,-0.5,"noise","square_7","square_7","S",3,"circle_7",1,29
"4759",875,-0.5,"noise","circle_5","circle_5","C",3,"square_7",1,29
"4760",515,-0.5,"noise","circle_3","square_4","S",3,"square_4",1,29
"4761",609,-0.5,"noise","circle_3","square_3","S",3,"square_3",1,29
"4762",1514,-0.5,"noise","square_7","square_7","S",3,"circle_4",1,29
"4763",801,-0.5,"noise","square_3","square_3","S",3,"circle_5",1,29
"4764",531,-0.5,"noise","circle_2","square_3","S",3,"square_3",1,29
"4765",539,-0.5,"noise","square_7","circle_2","C",3,"circle_2",1,29
"4766",854,-0.5,"noise","square_4","circle_5","C",3,"circle_5",1,29
"4767",602,-0.5,"noise","square_7","circle_3","C",3,"circle_3",1,29
"4768",6775.1,0.5,"talp","square_5","square_5","S",1,"circle_4",0,12
"4769",1082.14,0.5,"talp","circle_5","square_4","S",1,"square_4",1,12
"4770",974.645,0.5,"talp","circle_3","square_2","S",1,"square_2",1,12
"4771",624.325,0.5,"talp","circle_4","square_2","S",1,"square_2",1,12
"4772",776.055,0.5,"gek","square_2","circle_7","C",1,"circle_7",1,12
"4773",813.875,0.5,"gek","circle_5","circle_5","C",1,"square_7",1,12
"4774",652.195,0.5,"talp","circle_2","square_4","S",1,"square_4",1,12
"4775",558.275,0.5,"talp","circle_4","square_7","S",1,"square_7",1,12
"4776",638.09,0.5,"gek","square_3","circle_2","C",1,"circle_2",1,12
"4777",625.445,0.5,"gek","circle_7","circle_7","C",1,"square_5",1,12
"4778",524.885,0.5,"talp","circle_5","square_3","S",1,"square_3",1,12
"4779",654.545,0.5,"gek","square_4","circle_3","C",1,"circle_3",1,12
"4780",587.83,0.5,"gek","circle_3","circle_3","C",1,"square_5",1,12
"4781",550.495,0.5,"gek","square_4","circle_4","C",1,"circle_4",1,12
"4782",606.995,0.5,"talp","square_4","square_4","S",1,"circle_7",1,12
"4783",1355.56,0.5,"talp","square_3","square_3","S",1,"circle_3",1,12
"4784",711.16,0.5,"gek","square_3","circle_6","C",1,"circle_6",1,12
"4785",847.715,0.5,"gek","circle_3","circle_3","C",1,"square_7",1,12
"4786",536.145,0.5,"gek","square_6","circle_3","C",1,"circle_3",1,12
"4787",903.67,0.5,"gek","circle_6","circle_6","C",1,"square_5",1,12
"4788",532.82,0.5,"gek","circle_2","circle_2","C",1,"square_5",1,12
"4789",1305.75,0.5,"talp","square_2","square_2","S",1,"circle_6",1,12
"4790",977.02,0.5,"talp","square_7","square_7","S",1,"circle_2",1,12
"4791",561.075,0.5,"gek","square_7","circle_6","C",1,"circle_6",1,12
"4792",616.14,0.5,"gek","circle_5","circle_5","C",1,"square_2",1,12
"4793",588.02,0.5,"talp","circle_4","square_3","S",1,"square_3",1,12
"4794",1246.45,0.5,"gek","circle_6","circle_6","C",1,"square_4",1,12
"4795",476.26,0.5,"gek","square_6","circle_4","C",1,"circle_4",1,12
"4796",466.55,0.5,"talp","circle_7","square_6","S",1,"square_6",1,12
"4797",550.165,0.5,"talp","circle_7","square_3","S",1,"square_3",1,12
"4798",620.785,0.5,"talp","square_2","square_2","S",1,"circle_2",1,12
"4799",530.185,0.5,"talp","circle_7","square_7","S",1,"square_7",1,12
"4800",776.185,0.5,"talp","square_6","square_6","S",1,"circle_5",1,12
"4801",579.03,0.5,"talp","circle_7","square_3","S",2,"square_3",1,12
"4802",610.305,0.5,"gek","square_5","circle_2","C",2,"circle_2",1,12
"4803",1106.84,0.5,"gek","square_3","circle_6","C",2,"circle_6",1,12
"4804",1020.405,0.5,"talp","square_2","square_2","S",2,"circle_5",1,12
"4805",683.13,0.5,"talp","square_6","square_6","S",2,"circle_4",1,12
"4806",740.54,0.5,"gek","circle_6","circle_6","C",2,"square_5",1,12
"4807",572.415,0.5,"gek","square_6","circle_7","C",2,"circle_7",1,12
"4808",657.735,0.5,"gek","circle_4","circle_4","C",2,"square_7",1,12
"4809",748.365,0.5,"talp","circle_4","square_3","S",2,"square_3",1,12
"4810",836.72,0.5,"talp","square_2","square_2","S",2,"circle_3",0,12
"4811",557.285,0.5,"gek","square_5","circle_5","C",2,"circle_5",1,12
"4812",629.705,0.5,"gek","circle_2","circle_2","C",2,"square_3",1,12
